#freq EAS EAS_smooth
1.420898e+01 9.744826e-01 1.235816e+00
1.423340e+01 1.147912e+00 1.208006e+00
1.425781e+01 1.311549e+00 1.185013e+00
1.428223e+01 1.227511e+00 1.166037e+00
1.430664e+01 1.065344e+00 1.150653e+00
1.433105e+01 1.151121e+00 1.138856e+00
1.435547e+01 1.335184e+00 1.131033e+00
1.437988e+01 1.276728e+00 1.127874e+00
1.440430e+01 9.477004e-01 1.130242e+00
1.442871e+01 6.737920e-01 1.139049e+00
1.445312e+01 7.947403e-01 1.155131e+00
1.447754e+01 9.640269e-01 1.179155e+00
1.450195e+01 1.016615e+00 1.211549e+00
1.452637e+01 1.108563e+00 1.252414e+00
1.455078e+01 1.276506e+00 1.301463e+00
1.457520e+01 1.329668e+00 1.358061e+00
1.459961e+01 1.133696e+00 1.421277e+00
1.462402e+01 8.422273e-01 1.489873e+00
1.464844e+01 1.042352e+00 1.562280e+00
1.467285e+01 1.695673e+00 1.636719e+00
1.469727e+01 2.270773e+00 1.711206e+00
1.472168e+01 2.505680e+00 1.783628e+00
1.474609e+01 2.353511e+00 1.851833e+00
1.477051e+01 1.988669e+00 1.913705e+00
1.479492e+01 1.752140e+00 1.967224e+00
1.481934e+01 1.779419e+00 2.010569e+00
1.484375e+01 1.871681e+00 2.042225e+00
1.486816e+01 1.991806e+00 2.061069e+00
1.489258e+01 2.301444e+00 2.066432e+00
1.491699e+01 2.742162e+00 2.058118e+00
1.494141e+01 3.047049e+00 2.036442e+00
1.496582e+01 3.042853e+00 2.002260e+00
1.499023e+01 2.734650e+00 1.957096e+00
1.501465e+01 2.232383e+00 1.902687e+00
1.503906e+01 1.684809e+00 1.841220e+00
1.506348e+01 1.278841e+00 1.775175e+00
1.508789e+01 1.183822e+00 1.707227e+00
1.511230e+01 1.293180e+00 1.640102e+00
1.513672e+01 1.352033e+00 1.576464e+00
1.516113e+01 1.280393e+00 1.518846e+00
1.518555e+01 1.175679e+00 1.469554e+00
1.520996e+01 1.191215e+00 1.430542e+00
1.523438e+01 1.315199e+00 1.403317e+00
1.525879e+01 1.403496e+00 1.388857e+00
1.528320e+01 1.377829e+00 1.387544e+00
1.530762e+01 1.252405e+00 1.399142e+00
1.533203e+01 1.106095e+00 1.422791e+00
1.535645e+01 9.835767e-01 1.457012e+00
1.538086e+01 8.394636e-01 1.499730e+00
1.540527e+01 7.369681e-01 1.548385e+00
1.542969e+01 9.841437e-01 1.600165e+00
1.545410e+01 1.504642e+00 1.651718e+00
1.547852e+01 1.976404e+00 1.699949e+00
1.550293e+01 2.261109e+00 1.741817e+00
1.552734e+01 2.398269e+00 1.774597e+00
1.555176e+01 2.509810e+00 1.796071e+00
1.557617e+01 2.642111e+00 1.804682e+00
1.560059e+01 2.708621e+00 1.799647e+00
1.562500e+01 2.607626e+00 1.780989e+00
1.564941e+01 2.333000e+00 1.749531e+00
1.567383e+01 1.979865e+00 1.706827e+00
1.569824e+01 1.671556e+00 1.655070e+00
1.572266e+01 1.469556e+00 1.596942e+00
1.574707e+01 1.334112e+00 1.535417e+00
1.577148e+01 1.186219e+00 1.473474e+00
1.579590e+01 1.006097e+00 1.413997e+00
1.582031e+01 8.737992e-01 1.359549e+00
1.584473e+01 8.819709e-01 1.312229e+00
1.586914e+01 9.547093e-01 1.273589e+00
1.589355e+01 9.594041e-01 1.244572e+00
1.591797e+01 8.825184e-01 1.225504e+00
1.594238e+01 8.429520e-01 1.216118e+00
1.596680e+01 9.561305e-01 1.215649e+00
1.599121e+01 1.112955e+00 1.222943e+00
1.601562e+01 1.178824e+00 1.236558e+00
1.604004e+01 1.208816e+00 1.254870e+00
1.606445e+01 1.356697e+00 1.276185e+00
1.608887e+01 1.574981e+00 1.298832e+00
1.611328e+01 1.661891e+00 1.321259e+00
1.613770e+01 1.509937e+00 1.342087e+00
1.616211e+01 1.234392e+00 1.360168e+00
1.618652e+01 1.151224e+00 1.374586e+00
1.621094e+01 1.369743e+00 1.384666e+00
1.623535e+01 1.644640e+00 1.389977e+00
1.625977e+01 1.807392e+00 1.390296e+00
1.628418e+01 1.822960e+00 1.385655e+00
1.630859e+01 1.697733e+00 1.376260e+00
1.633301e+01 1.466866e+00 1.362463e+00
1.635742e+01 1.229698e+00 1.344722e+00
1.638184e+01 1.129521e+00 1.323584e+00
1.640625e+01 1.212571e+00 1.299654e+00
1.643066e+01 1.343863e+00 1.273563e+00
1.645508e+01 1.375014e+00 1.245931e+00
1.647949e+01 1.273029e+00 1.217353e+00
1.650391e+01 1.134329e+00 1.188398e+00
1.652832e+01 1.107541e+00 1.159617e+00
1.655273e+01 1.176148e+00 1.131579e+00
1.657715e+01 1.181975e+00 1.104686e+00
1.660156e+01 1.045820e+00 1.079405e+00
1.662598e+01 8.113516e-01 1.056146e+00
1.665039e+01 6.602190e-01 1.035316e+00
1.667480e+01 8.077371e-01 1.017308e+00
1.669922e+01 1.082293e+00 1.002467e+00
1.672363e+01 1.248349e+00 9.910804e-01
1.674805e+01 1.210704e+00 9.833839e-01
1.677246e+01 1.008356e+00 9.795598e-01
1.679688e+01 8.075546e-01 9.797086e-01
1.682129e+01 7.344370e-01 9.838253e-01
1.684570e+01 7.137170e-01 9.917818e-01
1.687012e+01 6.821954e-01 1.003316e+00
1.689453e+01 7.099919e-01 1.018028e+00
1.691895e+01 8.239134e-01 1.035381e+00
1.694336e+01 9.408888e-01 1.054708e+00
1.696777e+01 1.010256e+00 1.075236e+00
1.699219e+01 1.056391e+00 1.096113e+00
1.701660e+01 1.144445e+00 1.116450e+00
1.704102e+01 1.316562e+00 1.135336e+00
1.706543e+01 1.526647e+00 1.151863e+00
1.708984e+01 1.657931e+00 1.165214e+00
1.711426e+01 1.597479e+00 1.174674e+00
1.713867e+01 1.313609e+00 1.179686e+00
1.716309e+01 9.408209e-01 1.179883e+00
1.718750e+01 8.662896e-01 1.175091e+00
1.721191e+01 1.191803e+00 1.165337e+00
1.723633e+01 1.514912e+00 1.150856e+00
1.726074e+01 1.631129e+00 1.132117e+00
1.728516e+01 1.528198e+00 1.109814e+00
1.730957e+01 1.295785e+00 1.084800e+00
1.733398e+01 1.071180e+00 1.058051e+00
1.735840e+01 9.479081e-01 1.030565e+00
1.738281e+01 8.872686e-01 1.003471e+00
1.740723e+01 8.470562e-01 9.778624e-01
1.743164e+01 8.492422e-01 9.547638e-01
1.745605e+01 8.596180e-01 9.350662e-01
1.748047e+01 7.828781e-01 9.194984e-01
1.750488e+01 5.864248e-01 9.085984e-01
1.752930e+01 4.079697e-01 9.026743e-01
1.755371e+01 5.094043e-01 9.017753e-01
1.757812e+01 7.016674e-01 9.056853e-01
1.760254e+01 7.884776e-01 9.139447e-01
1.762695e+01 7.673223e-01 9.259036e-01
1.765137e+01 7.251113e-01 9.407471e-01
1.767578e+01 7.851057e-01 9.575328e-01
1.770020e+01 9.710880e-01 9.752444e-01
1.772461e+01 1.157802e+00 9.928491e-01
1.774902e+01 1.228146e+00 1.009352e+00
1.777344e+01 1.184932e+00 1.023892e+00
1.779785e+01 1.193158e+00 1.035816e+00
1.782227e+01 1.361014e+00 1.044686e+00
1.784668e+01 1.509838e+00 1.050277e+00
1.787109e+01 1.458631e+00 1.052597e+00
1.789551e+01 1.234416e+00 1.051790e+00
1.791992e+01 1.084578e+00 1.048287e+00
1.794434e+01 1.163304e+00 1.042658e+00
1.796875e+01 1.248538e+00 1.035594e+00
1.799316e+01 1.154087e+00 1.027829e+00
1.801758e+01 9.090456e-01 1.020088e+00
1.804199e+01 6.827809e-01 1.013030e+00
1.806641e+01 6.306541e-01 1.007210e+00
1.809082e+01 6.851267e-01 1.003026e+00
1.811523e+01 6.878770e-01 1.000676e+00
1.813965e+01 5.765813e-01 1.000303e+00
1.816406e+01 4.910703e-01 1.001731e+00
1.818848e+01 7.286733e-01 1.004654e+00
1.821289e+01 1.128961e+00 1.008610e+00
1.823730e+01 1.427576e+00 1.013021e+00
1.826172e+01 1.513361e+00 1.017235e+00
1.828613e+01 1.403053e+00 1.020583e+00
1.831055e+01 1.192443e+00 1.022421e+00
1.833496e+01 1.019975e+00 1.022173e+00
1.835938e+01 9.887574e-01 1.019359e+00
1.838379e+01 1.083521e+00 1.013627e+00
1.840820e+01 1.201828e+00 1.004794e+00
1.843262e+01 1.223684e+00 9.928718e-01
1.845703e+01 1.102346e+00 9.780503e-01
1.848145e+01 9.423263e-01 9.606612e-01
1.850586e+01 9.270894e-01 9.411613e-01
1.853027e+01 1.052419e+00 9.201404e-01
1.855469e+01 1.140132e+00 8.982956e-01
1.857910e+01 1.107417e+00 8.763657e-01
1.860352e+01 9.775599e-01 8.550666e-01
1.862793e+01 7.751538e-01 8.350540e-01
1.865234e+01 5.320595e-01 8.168956e-01
1.867676e+01 4.093627e-01 8.010524e-01
1.870117e+01 5.271410e-01 7.878963e-01
1.872559e+01 6.450349e-01 7.776113e-01
1.875000e+01 6.159854e-01 7.702278e-01
1.877441e+01 4.574984e-01 7.656103e-01
1.879883e+01 2.929989e-01 7.634671e-01
1.882324e+01 2.797906e-01 7.633854e-01
1.884766e+01 4.721571e-01 7.648534e-01
1.887207e+01 7.838580e-01 7.672898e-01
1.889648e+01 1.083280e+00 7.700622e-01
1.892090e+01 1.245203e+00 7.725954e-01
1.894531e+01 1.220267e+00 7.742620e-01
1.896973e+01 1.082418e+00 7.745227e-01
1.899414e+01 9.922349e-01 7.729360e-01
1.901855e+01 9.893806e-01 7.691697e-01
1.904297e+01 9.362183e-01 7.630084e-01
1.906738e+01 7.482811e-01 7.543555e-01
1.909180e+01 5.460188e-01 7.432250e-01
1.911621e+01 6.074241e-01 7.297322e-01
1.914062e+01 8.406028e-01 7.140962e-01
1.916504e+01 9.958361e-01 6.966398e-01
1.918945e+01 9.802726e-01 6.777420e-01
1.921387e+01 8.089736e-01 6.578111e-01
1.923828e+01 5.596121e-01 6.372683e-01
1.926270e+01 3.331664e-01 6.165287e-01
1.928711e+01 2.633105e-01 5.959779e-01
1.931152e+01 3.368515e-01 5.759718e-01
1.933594e+01 4.407078e-01 5.568571e-01
1.936035e+01 5.393724e-01 5.389484e-01
1.938477e+01 5.972251e-01 5.225010e-01
1.940918e+01 5.779264e-01 5.077102e-01
1.943359e+01 4.851651e-01 4.947157e-01
1.945801e+01 4.020118e-01 4.836172e-01
1.948242e+01 4.244267e-01 4.745211e-01
1.950684e+01 4.798259e-01 4.674870e-01
1.953125e+01 4.551916e-01 4.625457e-01
1.955566e+01 3.472466e-01 4.596892e-01
1.958008e+01 2.663936e-01 4.588719e-01
1.960449e+01 3.463682e-01 4.600126e-01
1.962891e+01 4.668151e-01 4.629990e-01
1.965332e+01 5.253993e-01 4.676927e-01
1.967773e+01 5.016838e-01 4.739239e-01
1.970215e+01 4.001435e-01 4.814838e-01
1.972656e+01 2.481068e-01 4.901032e-01
1.975098e+01 1.409701e-01 4.995174e-01
1.977539e+01 2.655253e-01 5.094461e-01
1.979980e+01 4.635220e-01 5.196094e-01
1.982422e+01 6.360998e-01 5.297258e-01
1.984863e+01 7.371761e-01 5.395222e-01
1.987305e+01 7.458491e-01 5.487449e-01
1.989746e+01 6.767045e-01 5.571684e-01
1.992188e+01 6.129766e-01 5.646017e-01
1.994629e+01 6.693171e-01 5.709112e-01
1.997070e+01 8.110786e-01 5.760276e-01
1.999512e+01 9.086939e-01 5.799245e-01
2.001953e+01 8.760387e-01 5.826174e-01
2.004395e+01 7.012688e-01 5.841645e-01
2.006836e+01 4.434830e-01 5.846668e-01
2.009277e+01 2.931623e-01 5.842551e-01
2.011719e+01 4.180472e-01 5.830765e-01
2.014160e+01 5.613197e-01 5.812960e-01
2.016602e+01 6.099423e-01 5.790852e-01
2.019043e+01 5.701530e-01 5.766084e-01
2.021484e+01 5.071947e-01 5.740108e-01
2.023926e+01 5.044900e-01 5.714108e-01
2.026367e+01 5.716552e-01 5.689119e-01
2.028809e+01 6.291717e-01 5.665888e-01
2.031250e+01 6.084796e-01 5.644780e-01
2.033691e+01 4.923649e-01 5.625956e-01
2.036133e+01 3.679953e-01 5.609244e-01
2.038574e+01 4.237006e-01 5.594204e-01
2.041016e+01 5.936882e-01 5.580134e-01
2.043457e+01 7.236930e-01 5.566081e-01
2.045898e+01 7.676772e-01 5.551044e-01
2.048340e+01 7.428871e-01 5.533861e-01
2.050781e+01 6.724745e-01 5.513769e-01
2.053223e+01 5.495331e-01 5.489688e-01
2.055664e+01 3.935814e-01 5.460793e-01
2.058105e+01 3.336007e-01 5.426424e-01
2.060547e+01 4.313179e-01 5.386127e-01
2.062988e+01 5.225553e-01 5.339769e-01
2.065430e+01 5.304411e-01 5.287573e-01
2.067871e+01 4.992749e-01 5.230103e-01
2.070312e+01 5.324039e-01 5.168261e-01
2.072754e+01 6.348299e-01 5.103246e-01
2.075195e+01 7.204628e-01 5.036440e-01
2.077637e+01 7.276127e-01 4.969435e-01
2.080078e+01 6.566513e-01 4.904267e-01
2.082520e+01 5.729729e-01 4.843147e-01
2.084961e+01 5.236751e-01 4.788226e-01
2.087402e+01 4.836249e-01 4.741479e-01
2.089844e+01 4.065368e-01 4.704691e-01
2.092285e+01 2.813984e-01 4.679532e-01
2.094727e+01 1.679819e-01 4.667458e-01
2.097168e+01 1.590136e-01 4.669489e-01
2.099609e+01 2.332007e-01 4.686094e-01
2.102051e+01 3.248166e-01 4.717161e-01
2.104492e+01 4.025235e-01 4.762037e-01
2.106934e+01 4.339421e-01 4.819705e-01
2.109375e+01 4.199923e-01 4.888700e-01
2.111816e+01 3.943313e-01 4.967215e-01
2.114258e+01 3.869648e-01 5.052393e-01
2.116699e+01 4.089380e-01 5.141875e-01
2.119141e+01 4.718768e-01 5.233117e-01
2.121582e+01 5.829117e-01 5.323528e-01
2.124023e+01 7.119021e-01 5.410632e-01
2.126465e+01 8.053787e-01 5.492557e-01
2.128906e+01 8.278384e-01 5.566344e-01
2.131348e+01 7.761290e-01 5.630965e-01
2.133789e+01 6.915656e-01 5.685507e-01
2.136230e+01 6.447874e-01 5.729701e-01
2.138672e+01 6.425650e-01 5.763727e-01
2.141113e+01 6.221790e-01 5.788228e-01
2.143555e+01 5.805653e-01 5.804323e-01
2.145996e+01 5.919534e-01 5.813558e-01
2.148438e+01 6.541856e-01 5.817858e-01
2.150879e+01 6.725962e-01 5.819320e-01
2.153320e+01 5.928023e-01 5.820067e-01
2.155762e+01 4.721683e-01 5.822196e-01
2.158203e+01 4.478239e-01 5.827685e-01
2.160645e+01 5.226500e-01 5.838279e-01
2.163086e+01 5.621360e-01 5.855385e-01
2.165527e+01 5.113127e-01 5.880023e-01
2.167969e+01 4.315657e-01 5.912888e-01
2.170410e+01 4.315356e-01 5.954318e-01
2.172852e+01 4.960984e-01 6.004260e-01
2.175293e+01 5.118472e-01 6.062296e-01
2.177734e+01 4.283193e-01 6.127693e-01
2.180176e+01 3.051912e-01 6.199477e-01
2.182617e+01 3.585851e-01 6.276521e-01
2.185059e+01 6.039398e-01 6.357604e-01
2.187500e+01 8.633705e-01 6.441435e-01
2.189941e+01 1.061211e+00 6.526698e-01
2.192383e+01 1.152873e+00 6.612169e-01
2.194824e+01 1.096690e+00 6.696676e-01
2.197266e+01 8.901471e-01 6.779096e-01
2.199707e+01 6.027218e-01 6.858512e-01
2.202148e+01 4.281088e-01 6.934134e-01
2.204590e+01 5.369540e-01 7.004927e-01
2.207031e+01 6.762227e-01 7.070698e-01
2.209473e+01 6.868140e-01 7.130457e-01
2.211914e+01 5.779787e-01 7.183544e-01
2.214355e+01 4.778887e-01 7.229314e-01
2.216797e+01 5.497126e-01 7.267053e-01
2.219238e+01 7.253082e-01 7.296013e-01
2.221680e+01 8.679747e-01 7.315455e-01
2.224121e+01 9.314769e-01 7.324626e-01
2.226562e+01 9.276110e-01 7.322738e-01
2.229004e+01 8.841143e-01 7.309000e-01
2.231445e+01 8.266563e-01 7.282741e-01
2.233887e+01 7.798586e-01 7.243511e-01
2.236328e+01 7.604259e-01 7.191051e-01
2.238770e+01 7.543434e-01 7.125235e-01
2.241211e+01 7.407786e-01 7.046094e-01
2.243652e+01 7.188520e-01 6.953943e-01
2.246094e+01 7.069626e-01 6.849436e-01
2.248535e+01 7.381711e-01 6.733516e-01
2.250977e+01 8.175895e-01 6.607281e-01
2.253418e+01 9.039569e-01 6.471901e-01
2.255859e+01 9.373125e-01 6.328820e-01
2.258301e+01 8.810619e-01 6.179845e-01
2.260742e+01 7.460894e-01 6.026874e-01
2.263184e+01 5.667103e-01 5.871803e-01
2.265625e+01 3.949028e-01 5.716479e-01
2.268066e+01 2.981600e-01 5.562626e-01
2.270508e+01 2.881994e-01 5.411770e-01
2.272949e+01 3.072373e-01 5.265089e-01
2.275391e+01 3.203219e-01 5.123845e-01
2.277832e+01 3.148272e-01 4.988999e-01
2.280273e+01 3.000567e-01 4.861319e-01
2.282715e+01 3.255515e-01 4.741388e-01
2.285156e+01 4.146141e-01 4.629437e-01
2.287598e+01 5.201677e-01 4.525755e-01
2.290039e+01 5.858719e-01 4.429926e-01
2.292480e+01 5.955153e-01 4.341598e-01
2.294922e+01 5.566426e-01 4.260350e-01
2.297363e+01 4.913796e-01 4.185639e-01
2.299805e+01 4.278119e-01 4.116807e-01
2.302246e+01 3.788353e-01 4.053126e-01
2.304688e+01 3.623132e-01 3.993839e-01
2.307129e+01 3.867546e-01 3.938251e-01
2.309570e+01 4.119845e-01 3.885754e-01
2.312012e+01 3.994685e-01 3.835805e-01
2.314453e+01 3.537013e-01 3.787941e-01
2.316895e+01 3.019829e-01 3.741779e-01
2.319336e+01 2.680385e-01 3.697029e-01
2.321777e+01 2.335343e-01 3.653514e-01
2.324219e+01 1.837294e-01 3.611204e-01
2.326660e+01 1.859616e-01 3.570223e-01
2.329102e+01 2.948993e-01 3.530825e-01
2.331543e+01 4.381100e-01 3.493394e-01
2.333984e+01 5.477181e-01 3.458456e-01
2.336426e+01 5.898509e-01 3.426617e-01
2.338867e+01 5.572118e-01 3.398481e-01
2.341309e+01 4.619106e-01 3.374614e-01
2.343750e+01 3.482782e-01 3.355588e-01
2.346191e+01 2.689922e-01 3.342000e-01
2.348633e+01 2.234416e-01 3.334454e-01
2.351074e+01 1.775726e-01 3.333488e-01
2.353516e+01 1.696183e-01 3.339442e-01
2.355957e+01 2.349402e-01 3.352428e-01
2.358398e+01 3.027023e-01 3.372438e-01
2.360840e+01 3.359915e-01 3.399164e-01
2.363281e+01 3.358312e-01 3.432126e-01
2.365723e+01 3.237335e-01 3.470836e-01
2.368164e+01 3.047127e-01 3.514385e-01
2.370605e+01 2.657004e-01 3.561692e-01
2.373047e+01 2.040707e-01 3.611460e-01
2.375488e+01 1.383464e-01 3.662281e-01
2.377930e+01 8.404662e-02 3.712786e-01
2.380371e+01 1.319768e-01 3.761489e-01
2.382812e+01 2.925586e-01 3.806874e-01
2.385254e+01 4.772766e-01 3.847485e-01
2.387695e+01 6.310239e-01 3.881982e-01
2.390137e+01 7.200893e-01 3.909183e-01
2.392578e+01 7.416665e-01 3.928119e-01
2.395020e+01 7.184808e-01 3.938069e-01
2.397461e+01 6.744385e-01 3.938597e-01
2.399902e+01 6.072417e-01 3.929545e-01
2.402344e+01 5.102544e-01 3.910989e-01
2.404785e+01 4.224658e-01 3.883260e-01
2.407227e+01 4.101979e-01 3.847004e-01
2.409668e+01 4.536231e-01 3.803134e-01
2.412109e+01 4.662349e-01 3.752763e-01
2.414551e+01 4.048995e-01 3.697155e-01
2.416992e+01 2.881966e-01 3.637701e-01
2.419434e+01 1.670226e-01 3.575815e-01
2.421875e+01 1.225565e-01 3.512881e-01
2.424316e+01 1.718829e-01 3.450240e-01
2.426758e+01 2.293634e-01 3.389158e-01
2.429199e+01 2.704787e-01 3.330737e-01
2.431641e+01 2.834395e-01 3.275879e-01
2.434082e+01 2.698462e-01 3.225328e-01
2.436523e+01 2.624888e-01 3.179633e-01
2.438965e+01 3.059936e-01 3.139107e-01
2.441406e+01 3.704662e-01 3.103796e-01
2.443848e+01 3.929402e-01 3.073850e-01
2.446289e+01 3.338803e-01 3.048862e-01
2.448730e+01 1.992638e-01 3.028406e-01
2.451172e+01 1.021110e-01 3.011921e-01
2.453613e+01 2.164446e-01 2.998737e-01
2.456055e+01 3.330037e-01 2.988124e-01
2.458496e+01 3.790886e-01 2.979301e-01
2.460938e+01 3.557843e-01 2.971488e-01
2.463379e+01 3.002458e-01 2.963966e-01
2.465820e+01 2.590474e-01 2.956077e-01
2.468262e+01 2.725592e-01 2.947273e-01
2.470703e+01 3.344833e-01 2.937115e-01
2.473145e+01 4.073870e-01 2.925210e-01
2.475586e+01 4.557180e-01 2.911243e-01
2.478027e+01 4.507005e-01 2.895010e-01
2.480469e+01 3.926188e-01 2.876412e-01
2.482910e+01 3.018315e-01 2.855433e-01
2.485352e+01 2.045918e-01 2.832083e-01
2.487793e+01 1.329396e-01 2.806476e-01
2.490234e+01 1.080427e-01 2.778944e-01
2.492676e+01 1.607753e-01 2.749845e-01
2.495117e+01 2.521242e-01 2.719505e-01
2.497559e+01 3.407537e-01 2.688214e-01
2.500000e+01 3.938765e-01 2.656204e-01
2.502441e+01 4.039552e-01 2.623724e-01
2.504883e+01 3.838904e-01 2.591111e-01
2.507324e+01 3.287889e-01 2.558754e-01
2.509766e+01 2.385579e-01 2.527044e-01
2.512207e+01 1.350151e-01 2.496308e-01
2.514648e+01 7.730086e-02 2.466785e-01
2.517090e+01 1.147778e-01 2.438683e-01
2.519531e+01 1.452389e-01 2.412086e-01
2.521973e+01 1.738780e-01 2.387427e-01
2.524414e+01 2.294834e-01 2.364835e-01
2.526855e+01 2.824742e-01 2.344463e-01
2.529297e+01 3.098841e-01 2.326427e-01
2.531738e+01 3.104508e-01 2.310788e-01
2.534180e+01 3.006894e-01 2.297536e-01
2.536621e+01 2.947741e-01 2.286741e-01
2.539062e+01 2.698361e-01 2.278442e-01
2.541504e+01 2.066794e-01 2.272636e-01
2.543945e+01 1.315968e-01 2.269301e-01
2.546387e+01 1.147937e-01 2.268383e-01
2.548828e+01 1.719209e-01 2.269778e-01
2.551270e+01 2.195476e-01 2.273352e-01
2.553711e+01 2.290061e-01 2.278959e-01
2.556152e+01 2.087653e-01 2.286443e-01
2.558594e+01 1.781756e-01 2.295682e-01
2.561035e+01 1.521340e-01 2.306571e-01
2.563477e+01 1.118538e-01 2.318939e-01
2.565918e+01 8.286124e-02 2.332568e-01
2.568359e+01 1.827091e-01 2.347215e-01
2.570801e+01 3.159749e-01 2.362652e-01
2.573242e+01 4.133639e-01 2.378671e-01
2.575684e+01 4.414582e-01 2.395082e-01
2.578125e+01 3.924044e-01 2.411676e-01
2.580566e+01 2.938185e-01 2.428221e-01
2.583008e+01 2.019013e-01 2.444498e-01
2.585449e+01 1.782368e-01 2.460377e-01
2.587891e+01 2.219545e-01 2.475699e-01
2.590332e+01 2.620115e-01 2.490233e-01
2.592773e+01 2.585746e-01 2.503721e-01
2.595215e+01 2.088154e-01 2.515992e-01
2.597656e+01 1.431496e-01 2.526877e-01
2.600098e+01 1.619928e-01 2.536664e-01
2.602539e+01 2.445716e-01 2.544849e-01
2.604980e+01 2.926192e-01 2.551466e-01
2.607422e+01 2.871541e-01 2.556455e-01
2.609863e+01 2.602392e-01 2.559810e-01
2.612305e+01 2.625020e-01 2.561537e-01
2.614746e+01 2.892683e-01 2.561658e-01
2.617188e+01 2.981608e-01 2.560237e-01
2.619629e+01 2.764222e-01 2.557334e-01
2.622070e+01 2.586573e-01 2.553027e-01
2.624512e+01 2.913100e-01 2.547409e-01
2.626953e+01 3.566579e-01 2.540567e-01
2.629395e+01 3.950196e-01 2.532550e-01
2.631836e+01 3.703214e-01 2.523415e-01
2.634277e+01 2.873074e-01 2.513265e-01
2.636719e+01 1.807447e-01 2.502200e-01
2.639160e+01 1.289714e-01 2.490306e-01
2.641602e+01 1.678885e-01 2.477653e-01
2.644043e+01 2.096514e-01 2.464287e-01
2.646484e+01 2.197802e-01 2.450246e-01
2.648926e+01 2.035020e-01 2.435529e-01
2.651367e+01 2.006692e-01 2.420060e-01
2.653809e+01 2.352361e-01 2.403838e-01
2.656250e+01 2.709411e-01 2.386894e-01
2.658691e+01 2.626024e-01 2.369285e-01
2.661133e+01 2.015191e-01 2.351051e-01
2.663574e+01 1.442051e-01 2.332187e-01
2.666016e+01 1.973571e-01 2.312641e-01
2.668457e+01 2.691582e-01 2.292353e-01
2.670898e+01 2.657775e-01 2.271327e-01
2.673340e+01 2.025546e-01 2.249661e-01
2.675781e+01 2.072502e-01 2.227479e-01
2.678223e+01 3.254535e-01 2.204919e-01
2.680664e+01 4.196832e-01 2.181958e-01
2.683105e+01 4.276149e-01 2.158770e-01
2.685547e+01 3.559990e-01 2.135447e-01
2.687988e+01 2.426247e-01 2.112168e-01
2.690430e+01 1.422116e-01 2.089157e-01
2.692871e+01 8.946729e-02 2.066611e-01
2.695312e+01 5.740755e-02 2.044696e-01
2.697754e+01 4.543574e-02 2.023540e-01
2.700195e+01 9.493366e-02 2.003275e-01
2.702637e+01 1.520314e-01 1.984104e-01
2.705078e+01 1.930239e-01 1.966188e-01
2.707520e+01 2.186161e-01 1.949625e-01
2.709961e+01 2.291546e-01 1.934456e-01
2.712402e+01 2.187801e-01 1.920713e-01
2.714844e+01 1.925801e-01 1.908424e-01
2.717285e+01 1.638397e-01 1.897580e-01
2.719727e+01 1.406822e-01 1.888110e-01
2.722168e+01 1.388754e-01 1.879887e-01
2.724609e+01 1.660438e-01 1.872732e-01
2.727051e+01 1.970699e-01 1.866449e-01
2.729492e+01 2.141073e-01 1.860865e-01
2.731934e+01 2.089423e-01 1.855782e-01
2.734375e+01 1.837396e-01 1.851001e-01
2.736816e+01 1.525284e-01 1.846334e-01
2.739258e+01 1.339843e-01 1.841590e-01
2.741699e+01 1.550471e-01 1.836598e-01
2.744141e+01 1.989436e-01 1.831211e-01
2.746582e+01 2.287576e-01 1.825296e-01
2.749023e+01 2.280210e-01 1.818705e-01
2.751465e+01 2.106005e-01 1.811276e-01
2.753906e+01 2.087209e-01 1.802997e-01
2.756348e+01 2.298953e-01 1.793939e-01
2.758789e+01 2.517817e-01 1.784241e-01
2.761230e+01 2.609083e-01 1.773926e-01
2.763672e+01 2.479257e-01 1.763098e-01
2.766113e+01 2.004056e-01 1.751906e-01
2.768555e+01 1.318821e-01 1.740567e-01
2.770996e+01 8.660733e-02 1.729317e-01
2.773438e+01 1.160195e-01 1.718382e-01
2.775879e+01 1.660110e-01 1.707973e-01
2.778320e+01 1.834258e-01 1.698285e-01
2.780762e+01 1.641367e-01 1.689512e-01
2.783203e+01 1.112215e-01 1.681847e-01
2.785645e+01 5.720380e-02 1.675464e-01
2.788086e+01 9.311274e-02 1.670496e-01
2.790527e+01 1.535933e-01 1.667088e-01
2.792969e+01 1.958153e-01 1.665356e-01
2.795410e+01 2.115152e-01 1.665371e-01
2.797852e+01 2.112062e-01 1.667152e-01
2.800293e+01 2.038424e-01 1.670682e-01
2.802734e+01 1.808612e-01 1.675910e-01
2.805176e+01 1.385313e-01 1.682761e-01
2.807617e+01 9.677322e-02 1.691139e-01
2.810059e+01 8.009564e-02 1.700918e-01
2.812500e+01 9.089493e-02 1.711942e-01
2.814941e+01 9.813204e-02 1.724058e-01
2.817383e+01 8.562420e-02 1.737114e-01
2.819824e+01 9.598937e-02 1.750952e-01
2.822266e+01 1.651882e-01 1.765402e-01
2.824707e+01 2.544422e-01 1.780271e-01
2.827148e+01 3.185249e-01 1.795353e-01
2.829590e+01 3.352911e-01 1.810426e-01
2.832031e+01 3.098397e-01 1.825282e-01
2.834473e+01 2.550220e-01 1.839681e-01
2.836914e+01 1.934785e-01 1.853705e-01
2.839355e+01 1.548792e-01 1.867106e-01
