#freq EAS EAS_smooth
7.373047e+00 3.799460e+00 3.520962e+00
7.397461e+00 3.589173e+00 3.580359e+00
7.421875e+00 3.396685e+00 3.692102e+00
7.446289e+00 3.280268e+00 3.863205e+00
7.470703e+00 3.279401e+00 4.097328e+00
7.495117e+00 3.715121e+00 4.390374e+00
7.519531e+00 4.619842e+00 4.728223e+00
7.543945e+00 5.506571e+00 5.086965e+00
7.568359e+00 5.973699e+00 5.435076e+00
7.592773e+00 6.036588e+00 5.736696e+00
7.617188e+00 6.082422e+00 5.955491e+00
7.641602e+00 6.453698e+00 6.059160e+00
7.666016e+00 6.988217e+00 6.024940e+00
7.690430e+00 7.228488e+00 5.845674e+00
7.714844e+00 6.879897e+00 5.534668e+00
7.739258e+00 5.959536e+00 5.126747e+00
7.763672e+00 4.698642e+00 4.673570e+00
7.788086e+00 3.387068e+00 4.233537e+00
7.812500e+00 2.327179e+00 3.858992e+00
7.836914e+00 1.929082e+00 3.585050e+00
7.861328e+00 2.388270e+00 3.423687e+00
7.885742e+00 3.221460e+00 3.364488e+00
7.910156e+00 3.932878e+00 3.381224e+00
7.934570e+00 4.186768e+00 3.440354e+00
7.958984e+00 3.857987e+00 3.509358e+00
7.983398e+00 3.229840e+00 3.562471e+00
8.007812e+00 3.056299e+00 3.583717e+00
8.032227e+00 3.645062e+00 3.567865e+00
8.056641e+00 4.289093e+00 3.520109e+00
8.081055e+00 4.425142e+00 3.454785e+00
8.105469e+00 3.927996e+00 3.393020e+00
8.129883e+00 2.921908e+00 3.359072e+00
8.154297e+00 1.780967e+00 3.375811e+00
8.178711e+00 1.714293e+00 3.459205e+00
8.203125e+00 2.958339e+00 3.614216e+00
8.227539e+00 4.155074e+00 3.832474e+00
8.251953e+00 4.743431e+00 4.092943e+00
8.276367e+00 4.655536e+00 4.365554e+00
8.300781e+00 4.369622e+00 4.616849e+00
8.325195e+00 4.689792e+00 4.816188e+00
8.349609e+00 5.630239e+00 4.940917e+00
8.374023e+00 6.387931e+00 4.979459e+00
8.398438e+00 6.387248e+00 4.931914e+00
8.422852e+00 5.549351e+00 4.808556e+00
8.447266e+00 4.284293e+00 4.626957e+00
8.471680e+00 3.467563e+00 4.408569e+00
8.496094e+00 3.673567e+00 4.175483e+00
8.520508e+00 4.152094e+00 3.947835e+00
8.544922e+00 4.146958e+00 3.742075e+00
8.569336e+00 3.608775e+00 3.570128e+00
8.593750e+00 2.963723e+00 3.439329e+00
8.618164e+00 2.653697e+00 3.352806e+00
8.642578e+00 2.653288e+00 3.309912e+00
8.666992e+00 2.861028e+00 3.306416e+00
8.691406e+00 3.320726e+00 3.334707e+00
8.715820e+00 3.749042e+00 3.383578e+00
8.740234e+00 3.746263e+00 3.438974e+00
8.764648e+00 3.349951e+00 3.485246e+00
8.789062e+00 3.208979e+00 3.507316e+00
8.813477e+00 3.747660e+00 3.493448e+00
8.837891e+00 4.343251e+00 3.437909e+00
8.862305e+00 4.371163e+00 3.342744e+00
8.886719e+00 3.757012e+00 3.218012e+00
8.911133e+00 2.905788e+00 3.080195e+00
8.935547e+00 2.451675e+00 2.949000e+00
8.959961e+00 2.432266e+00 2.843374e+00
8.984375e+00 2.211891e+00 2.777548e+00
9.008789e+00 1.589896e+00 2.758593e+00
9.033203e+00 1.524960e+00 2.785811e+00
9.057617e+00 2.649617e+00 2.852083e+00
9.082031e+00 3.756182e+00 2.946508e+00
9.106445e+00 4.193580e+00 3.057384e+00
9.130859e+00 3.839163e+00 3.174546e+00
9.155273e+00 3.058915e+00 3.290545e+00
9.179688e+00 2.602712e+00 3.400606e+00
9.204102e+00 2.811683e+00 3.501718e+00
9.228516e+00 3.260320e+00 3.591543e+00
9.252930e+00 3.836402e+00 3.667707e+00
9.277344e+00 4.529137e+00 3.727778e+00
9.301758e+00 4.924676e+00 3.769871e+00
9.326172e+00 4.575711e+00 3.793491e+00
9.350586e+00 3.554279e+00 3.800267e+00
9.375000e+00 2.775885e+00 3.794315e+00
9.399414e+00 3.205347e+00 3.782073e+00
9.423828e+00 3.955499e+00 3.771500e+00
9.448242e+00 4.207025e+00 3.770701e+00
9.472656e+00 4.002484e+00 3.786562e+00
9.497070e+00 3.699178e+00 3.822910e+00
9.521484e+00 3.497271e+00 3.879425e+00
9.545898e+00 3.367958e+00 3.951193e+00
9.570312e+00 3.354566e+00 4.029188e+00
9.594727e+00 3.662458e+00 4.101748e+00
9.619141e+00 4.342313e+00 4.156784e+00
9.643555e+00 5.121727e+00 4.184179e+00
9.667969e+00 5.613630e+00 4.177714e+00
9.692383e+00 5.525756e+00 4.136051e+00
9.716797e+00 4.798043e+00 4.062463e+00
9.741211e+00 3.679184e+00 3.963550e+00
9.765625e+00 2.748630e+00 3.847178e+00
9.790039e+00 2.580969e+00 3.720336e+00
9.814453e+00 2.933552e+00 3.587919e+00
9.838867e+00 3.395971e+00 3.452329e+00
9.863281e+00 3.928258e+00 3.314157e+00
9.887695e+00 4.349749e+00 3.173487e+00
9.912109e+00 4.287826e+00 3.031213e+00
9.936523e+00 3.530729e+00 2.889758e+00
9.960938e+00 2.232690e+00 2.752931e+00
9.985352e+00 9.886004e-01 2.625059e+00
1.000977e+01 1.173820e+00 2.509740e+00
1.003418e+01 1.925895e+00 2.408928e+00
1.005859e+01 2.456411e+00 2.322777e+00
1.008301e+01 2.794244e+00 2.250412e+00
1.010742e+01 2.883341e+00 2.191370e+00
1.013184e+01 2.663896e+00 2.147121e+00
1.015625e+01 2.268235e+00 2.122008e+00
1.018066e+01 1.951393e+00 2.123029e+00
1.020508e+01 1.754915e+00 2.158366e+00
1.022949e+01 1.467158e+00 2.234968e+00
1.025391e+01 1.019862e+00 2.355869e+00
1.027832e+01 8.668744e-01 2.517948e+00
1.030273e+01 1.569405e+00 2.711246e+00
1.032715e+01 2.637530e+00 2.919673e+00
1.035156e+01 3.756586e+00 3.123399e+00
1.037598e+01 4.691116e+00 3.302400e+00
1.040039e+01 5.222634e+00 3.440049e+00
1.042480e+01 5.231022e+00 3.526150e+00
1.044922e+01 4.751690e+00 3.558632e+00
1.047363e+01 3.973638e+00 3.543598e+00
1.049805e+01 3.187238e+00 3.493797e+00
1.052246e+01 2.686885e+00 3.425984e+00
1.054688e+01 2.570448e+00 3.357792e+00
1.057129e+01 2.641191e+00 3.304601e+00
1.059570e+01 2.676054e+00 3.277596e+00
1.062012e+01 2.661641e+00 3.281798e+00
1.064453e+01 2.791039e+00 3.316169e+00
1.066895e+01 3.207400e+00 3.374187e+00
1.069336e+01 3.734640e+00 3.445225e+00
1.071777e+01 4.044673e+00 3.516283e+00
1.074219e+01 3.975681e+00 3.573834e+00
1.076660e+01 3.715345e+00 3.605508e+00
1.079102e+01 3.732015e+00 3.601592e+00
1.081543e+01 4.156659e+00 3.556207e+00
1.083984e+01 4.526512e+00 3.468154e+00
1.086426e+01 4.427460e+00 3.341321e+00
1.088867e+01 3.850729e+00 3.184569e+00
1.091309e+01 3.143433e+00 3.011008e+00
1.093750e+01 2.667465e+00 2.836631e+00
1.096191e+01 2.381084e+00 2.678398e+00
1.098633e+01 2.013259e+00 2.551993e+00
1.101074e+01 1.492080e+00 2.469607e+00
1.103516e+01 9.745865e-01 2.438083e+00
1.105957e+01 8.056762e-01 2.457832e+00
1.108398e+01 1.220839e+00 2.522738e+00
1.110840e+01 1.942008e+00 2.621105e+00
1.113281e+01 2.789021e+00 2.737428e+00
1.115723e+01 3.626120e+00 2.854733e+00
1.118164e+01 4.299286e+00 2.957063e+00
1.120605e+01 4.652110e+00 3.031701e+00
1.123047e+01 4.572447e+00 3.070647e+00
1.125488e+01 4.072226e+00 3.071257e+00
1.127930e+01 3.301934e+00 3.035939e+00
1.130371e+01 2.537117e+00 2.971099e+00
1.132812e+01 2.102402e+00 2.885572e+00
1.135254e+01 2.103467e+00 2.788850e+00
1.137695e+01 2.303122e+00 2.689395e+00
1.140137e+01 2.503898e+00 2.593742e+00
1.142578e+01 2.649425e+00 2.505541e+00
1.145020e+01 2.660826e+00 2.425708e+00
1.147461e+01 2.437237e+00 2.352856e+00
1.149902e+01 2.030149e+00 2.284124e+00
1.152344e+01 1.827942e+00 2.216107e+00
1.154785e+01 2.164098e+00 2.145792e+00
1.157227e+01 2.617163e+00 2.071276e+00
1.159668e+01 2.698630e+00 1.992223e+00
1.162109e+01 2.309986e+00 1.909971e+00
1.164551e+01 1.715229e+00 1.827334e+00
1.166992e+01 1.375652e+00 1.748155e+00
1.169434e+01 1.390963e+00 1.676717e+00
1.171875e+01 1.396097e+00 1.617096e+00
1.174316e+01 1.309858e+00 1.572570e+00
1.176758e+01 1.242472e+00 1.545178e+00
1.179199e+01 1.147739e+00 1.535457e+00
1.181641e+01 9.676001e-01 1.542425e+00
1.184082e+01 9.649746e-01 1.563660e+00
1.186523e+01 1.356594e+00 1.595836e+00
1.188965e+01 1.831852e+00 1.635024e+00
1.191406e+01 2.157326e+00 1.677197e+00
1.193848e+01 2.286065e+00 1.718690e+00
1.196289e+01 2.242932e+00 1.756577e+00
1.198730e+01 2.050795e+00 1.788884e+00
1.201172e+01 1.765095e+00 1.814673e+00
1.203613e+01 1.531480e+00 1.834027e+00
1.206055e+01 1.502737e+00 1.847946e+00
1.208496e+01 1.666778e+00 1.858221e+00
1.210938e+01 1.905938e+00 1.867254e+00
1.213379e+01 2.110309e+00 1.877807e+00
1.215820e+01 2.179597e+00 1.892720e+00
1.218262e+01 2.073301e+00 1.914545e+00
1.220703e+01 1.884192e+00 1.945376e+00
1.223145e+01 1.760422e+00 1.986343e+00
1.225586e+01 1.680629e+00 2.037456e+00
1.228027e+01 1.552768e+00 2.097423e+00
1.230469e+01 1.498950e+00 2.163716e+00
1.232910e+01 1.722585e+00 2.232797e+00
1.235352e+01 2.128832e+00 2.300553e+00
1.237793e+01 2.563194e+00 2.362834e+00
1.240234e+01 2.990671e+00 2.416019e+00
1.242676e+01 3.325689e+00 2.457540e+00
1.245117e+01 3.423598e+00 2.486249e+00
1.247559e+01 3.276574e+00 2.502573e+00
1.250000e+01 3.057139e+00 2.508409e+00
1.252441e+01 2.831187e+00 2.506754e+00
1.254883e+01 2.403640e+00 2.501124e+00
1.257324e+01 1.614542e+00 2.494899e+00
1.259766e+01 8.666052e-01 2.490717e+00
1.262207e+01 1.474529e+00 2.490118e+00
1.264648e+01 2.398331e+00 2.493114e+00
1.267090e+01 2.912033e+00 2.498388e+00
1.269531e+01 2.970010e+00 2.503538e+00
1.271973e+01 2.820808e+00 2.505524e+00
1.274414e+01 2.809249e+00 2.501204e+00
1.276855e+01 3.015811e+00 2.487888e+00
1.279297e+01 3.194369e+00 2.463773e+00
1.281738e+01 3.109867e+00 2.428227e+00
1.284180e+01 2.723668e+00 2.381892e+00
1.286621e+01 2.205930e+00 2.326619e+00
1.289062e+01 1.831938e+00 2.265229e+00
1.291504e+01 1.714298e+00 2.201156e+00
1.293945e+01 1.711011e+00 2.138067e+00
1.296387e+01 1.753703e+00 2.079516e+00
1.298828e+01 1.919515e+00 2.028547e+00
1.301270e+01 2.158878e+00 1.987425e+00
1.303711e+01 2.272344e+00 1.957528e+00
1.306152e+01 2.127518e+00 1.939242e+00
1.308594e+01 1.781639e+00 1.932086e+00
1.311035e+01 1.449224e+00 1.934847e+00
1.313477e+01 1.278867e+00 1.945787e+00
1.315918e+01 1.204632e+00 1.962891e+00
1.318359e+01 1.318745e+00 1.984122e+00
1.320801e+01 1.866356e+00 2.007660e+00
1.323242e+01 2.637886e+00 2.032115e+00
1.325684e+01 3.222021e+00 2.056646e+00
1.328125e+01 3.325169e+00 2.080984e+00
1.330566e+01 2.867401e+00 2.105381e+00
1.333008e+01 1.994540e+00 2.130504e+00
1.335449e+01 1.099097e+00 2.157260e+00
1.337891e+01 1.010720e+00 2.186581e+00
1.340332e+01 1.567340e+00 2.219266e+00
1.342773e+01 2.034053e+00 2.255637e+00
1.345215e+01 2.301979e+00 2.295752e+00
1.347656e+01 2.409418e+00 2.339162e+00
1.350098e+01 2.475016e+00 2.384979e+00
1.352539e+01 2.632119e+00 2.431935e+00
1.354980e+01 2.857587e+00 2.478510e+00
1.357422e+01 2.976813e+00 2.523046e+00
1.359863e+01 2.873897e+00 2.563827e+00
1.362305e+01 2.645014e+00 2.599136e+00
1.364746e+01 2.509207e+00 2.627320e+00
1.367188e+01 2.524492e+00 2.646857e+00
1.369629e+01 2.567913e+00 2.656358e+00
1.372070e+01 2.603622e+00 2.654564e+00
1.374512e+01 2.707857e+00 2.640378e+00
1.376953e+01 2.861364e+00 2.612946e+00
1.379395e+01 2.940832e+00 2.571753e+00
1.381836e+01 2.909000e+00 2.516564e+00
1.384277e+01 2.874257e+00 2.448088e+00
1.386719e+01 2.933856e+00 2.367271e+00
1.389160e+01 2.982258e+00 2.275840e+00
1.391602e+01 2.800585e+00 2.176109e+00
1.394043e+01 2.304249e+00 2.070856e+00
1.396484e+01 1.674405e+00 1.963142e+00
1.398926e+01 1.297256e+00 1.856102e+00
1.401367e+01 1.263984e+00 1.752740e+00
1.403809e+01 1.175650e+00 1.655655e+00
1.406250e+01 9.211226e-01 1.566850e+00
1.408691e+01 9.274034e-01 1.487649e+00
1.411133e+01 1.310622e+00 1.418666e+00
1.413574e+01 1.582257e+00 1.359835e+00
1.416016e+01 1.513134e+00 1.310497e+00
1.418457e+01 1.182873e+00 1.269546e+00
