#freq EAS_interp
1.318257e-02 
1.348963e-02 
1.380385e-02 
1.412538e-02 
1.445440e-02 
1.479109e-02 
1.513562e-02 
1.548817e-02 
1.584893e-02 
1.621810e-02 
1.659587e-02 
1.698244e-02 
1.737801e-02 
1.778279e-02 
1.819701e-02 
1.862087e-02 
1.905460e-02 
1.949845e-02 
1.995262e-02 
2.041738e-02 
2.089296e-02 
2.137962e-02 
2.187762e-02 
2.238721e-02 
2.290868e-02 
2.344229e-02 
2.398833e-02 
2.454709e-02 1.798221e-01
2.511887e-02 1.742149e-01
2.570396e-02 1.687825e-01
2.630268e-02 1.635196e-01
2.691535e-02 1.584207e-01
2.754229e-02 1.534809e-01
2.818383e-02 1.486951e-01
2.884032e-02 1.440585e-01
2.951209e-02 1.395665e-01
3.019952e-02 1.352145e-01
3.090296e-02 1.309983e-01
3.162277e-02 1.269135e-01
3.235936e-02 1.229561e-01
3.311311e-02 1.191221e-01
3.388441e-02 1.154077e-01
3.467368e-02 1.118091e-01
3.548133e-02 1.083226e-01
3.630780e-02 1.049449e-01
3.715353e-02 1.016725e-01
3.801894e-02 9.850219e-02
3.890452e-02 9.543069e-02
3.981072e-02 9.245499e-02
4.073803e-02 8.957207e-02
4.168694e-02 8.677905e-02
4.265795e-02 8.407313e-02
4.365158e-02 8.145157e-02
4.466836e-02 7.891175e-02
4.570882e-02 7.645113e-02
4.677352e-02 7.406722e-02
4.786302e-02 7.175766e-02
4.897789e-02 7.015612e-02
5.011873e-02 7.278535e-02
5.128614e-02 7.551311e-02
5.248075e-02 7.834311e-02
5.370318e-02 8.127916e-02
5.495409e-02 8.432526e-02
5.623413e-02 8.748550e-02
5.754399e-02 9.076418e-02
5.888436e-02 9.416574e-02
6.025596e-02 9.769479e-02
6.165950e-02 1.013561e-01
6.309573e-02 1.051546e-01
6.456541e-02 1.090954e-01
6.606936e-02 1.131841e-01
6.760830e-02 1.174258e-01
6.918310e-02 1.218266e-01
7.079458e-02 1.263923e-01
7.244360e-02 1.311291e-01
7.413102e-02 1.353604e-01
7.585775e-02 1.390905e-01
7.762471e-02 1.429235e-01
7.943282e-02 1.468621e-01
8.128305e-02 1.509092e-01
8.317637e-02 1.550678e-01
8.511379e-02 1.593410e-01
8.709637e-02 1.637321e-01
8.912510e-02 1.682441e-01
9.120110e-02 1.728804e-01
9.332544e-02 1.776445e-01
9.549926e-02 1.825399e-01
9.772372e-02 1.879807e-01
1.000000e-01 2.077634e-01
1.023293e-01 2.296280e-01
1.047129e-01 2.537941e-01
1.071519e-01 2.805022e-01
1.096478e-01 3.100219e-01
1.122018e-01 3.426479e-01
1.148154e-01 3.787081e-01
1.174898e-01 4.185627e-01
1.202264e-01 4.626104e-01
1.230269e-01 5.123204e-01
1.258925e-01 5.695910e-01
1.288249e-01 6.332638e-01
1.318257e-01 7.040559e-01
1.348963e-01 7.827602e-01
1.380384e-01 8.702622e-01
1.412537e-01 9.675464e-01
1.445440e-01 1.075708e+00
1.479108e-01 1.173953e+00
1.513561e-01 1.248849e+00
1.548817e-01 1.328524e+00
1.584893e-01 1.413280e+00
1.621810e-01 1.503444e+00
1.659587e-01 1.599361e+00
